Generation,AverageFitness,BestFitness
0,0.7104114597336202,0.6419563863277435
1,0.6941863175374774,0.6374035242617131
2,0.684965356833372,0.6335779640495778
3,0.6759296005513403,0.6252855359971523
4,0.6642974961348399,0.613808875849843
5,0.6523115333221425,0.5931508708208799
6,0.6375264127409686,0.5853759690791368
7,0.6189787664673257,0.5776472813636065
8,0.6067627349203759,0.5682015218406917
9,0.596719028805058,0.5662482108592988
10,0.5883087586178531,0.552826625686884
11,0.5813765934804612,0.545552409425378
12,0.5738699158647536,0.5426157641798259
13,0.5652872128192132,0.5294850796312094
14,0.560143575505251,0.5258211213558912
15,0.554343026249402,0.5172810971409082
16,0.5443856373214123,0.512690427494049
17,0.5392547675477196,0.4988806426376105
18,0.5307255649101073,0.4988806426376105
19,0.5239779489130898,0.4963188991338015
20,0.5200436484455684,0.4924555499672891
21,0.5124272364310419,0.48893419577181346
22,0.5085942077265778,0.4875277768462896
23,0.506542787963132,0.48357842041552074
24,0.5020205923516847,0.48097888609468936
25,0.4999958879165269,0.47911154326200484
26,0.5003951132085362,0.47911154326200484
27,0.49720664446309604,0.47911154326200484
28,0.4957292190742716,0.47911154326200484
29,0.4954799632523769,0.4780422315359116
30,0.49370242737469766,0.4780422315359116
31,0.49249290696125775,0.4780422315359116
32,0.4912366665998225,0.4780422315359116
33,0.4925083087865463,0.4780422315359116
34,0.4924176035019858,0.4780422315359116
35,0.4920856711037382,0.4780422315359116
36,0.4923679925566538,0.4780422315359116
37,0.49314721141108725,0.4780422315359116
38,0.49274098971415586,0.4780422315359116
39,0.4914635279091758,0.4780422315359116
40,0.4938907270225211,0.4780422315359116
41,0.4909478557102365,0.4780422315359116
42,0.4928481932905656,0.4780422315359116
43,0.4913096121747954,0.4780422315359116
44,0.4912688384353918,0.4780422315359116
45,0.4908818330484136,0.4780422315359116
46,0.49284805889921035,0.4780422315359116
47,0.493392547609268,0.4780422315359116
48,0.49098874320581387,0.4780422315359116
49,0.49417362842141804,0.4780422315359116
